manufacturer,name,speed,glide,turn,fade,diameter,height,rim_depth,rim_width,bead,stability,link
Prodigy,H2,9.0,5.0,0.0,2.0,21.3 cm,1.7 cm,1.2 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-H2
Prodigy,H1 V2,11.0,4.0,0.0,3.0,21.4 cm,1.6 cm,1.2 cm,2.0 cm,Beadless,Very Overstable,https://infinitediscs.com/Prodigy-H1-V2
Prodigy,H1,10.0,3.0,0.0,3.5,21.3 cm,1.8 cm,1.2 cm,1.9 cm,Beadless,Very Overstable,https://infinitediscs.com/Prodigy-H1
Prodigy,FX-2,9.0,4.0,-1.0,3.0,21.1 cm,1.6 cm,1.2 cm,2.0 cm,Beadless,Stable,https://infinitediscs.com/Prodigy-FX-2
Prodigy,F7,7.0,5.0,-3.0,1.0,21.3 cm,1.5 cm,1.1 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-F7
Prodigy,F5,7.0,5.0,-2.0,1.0,21.3 cm,1.9 cm,1.2 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-F5
Prodigy,F3,7.0,5.0,-1.0,2.0,21.3 cm,1.5 cm,1.1 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Prodigy-F3
Prodigy,F2,7.0,5.0,-1.0,3.0,21.1 cm,1.6 cm,1.2 cm,2.0 cm,Beadless,Stable,https://infinitediscs.com/Prodigy-F2
Prodigy,D3 Max,12.0,6.0,-3.0,1.5,21.1 cm,1.8 cm,1.2 cm,2.4 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-D3-Max
Prodigy,F1,7.0,4.0,0.0,3.0,21.3 cm,1.5 cm,1.1 cm,1.8 cm,Beadless,Very Overstable,https://infinitediscs.com/Prodigy-F1
Prodigy,F Model S,10.0,5.0,1.0,3.0,21.0 cm,1.5 cm,1.2 cm,2.0 cm,Beadless,Stable,https://infinitediscs.com/Prodigy-F-Model-S
Prodigy,X5,13.0,5.0,-4.0,1.0,21.1 cm,1.9 cm,1.1 cm,2.2 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-X5
Prodigy,X4,13.0,5.0,-2.5,2.0,21.2 cm,1.7 cm,1.1 cm,2.3 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-X4
Prodigy,X3,12.0,5.0,-1.0,2.0,21.1 cm,1.7 cm,1.1 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/Prodigy-X3
Prodigy,X2,13.0,4.0,0.0,4.0,21.1 cm,1.8 cm,1.1 cm,2.2 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-X2
Prodigy,X1,13.0,3.0,0.0,5.0,21.2 cm,1.5 cm,1.2 cm,2.3 cm,Beadless,Very Overstable,https://infinitediscs.com/Prodigy-X1
Prodigy,H2 V2,11.0,5.0,0.0,2.5,21.4 cm,1.6 cm,1.2 cm,2.0 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-H2-V2
Prodigy,H3,9.0,4.0,0.0,2.0,21.0 cm,1.7 cm,1.2 cm,2.0 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-H3
Prodigy,H3 V2,11.0,5.0,-1.0,2.0,21.3 cm,1.8 cm,1.2 cm,2.0 cm,Beaded,Stable,https://infinitediscs.com/Prodigy-H3-V2
Prodigy,H4,9.0,5.0,-2.0,1.5,21.3 cm,1.8 cm,1.2 cm,1.9 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-H4
Prodigy,PA-3,3.0,4.0,0.0,1.0,21.1 cm,1.9 cm,1.0 cm,1.4 cm,Beaded,Stable,https://infinitediscs.com/Prodigy-PA-3
Prodigy,PA-2,3.0,3.0,0.0,1.0,21.1 cm,1.9 cm,1.4 cm,1.0 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-PA-2
Prodigy,PA-1,3.0,3.0,0.0,2.0,21.0 cm,1.9 cm,1.4 cm,1.0 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-PA-1
Prodigy,P Model S,3.0,5.0,0.0,2.0,21.3 cm,1.9 cm,1.2 cm,1.0 cm,Beaded,Stable,https://infinitediscs.com/Prodigy-P-Model-S
Prodigy,A4,4.0,4.0,-1.0,2.0,21.0 cm,2.0 cm,1.3 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Prodigy-A4
Prodigy,A3,4.0,4.0,0.0,3.0,21.0 cm,1.9 cm,1.2 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-A3
Prodigy,A2,4.0,4.0,0.0,3.0,21.0 cm,1.9 cm,1.2 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-A2
Prodigy,A1,3.0,3.0,0.0,3.0,21.0 cm,2.0 cm,1.3 cm,1.4 cm,Beadless,Very Overstable,https://infinitediscs.com/Prodigy-A1
Prodigy,D6,12.0,6.0,-4.0,1.0,21.0 cm,1.6 cm,1.2 cm,2.4 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-D6
Prodigy,MX-3,5.0,4.0,0.0,2.0,21.7 cm,1.9 cm,1.3 cm,1.4 cm,Beaded,Overstable,https://infinitediscs.com/Prodigy-MX-3
Prodigy,M4,5.0,5.0,-1.0,1.0,21.7 cm,2.0 cm,1.3 cm,1.4 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-M4
Prodigy,M3,5.0,5.0,-1.0,2.0,21.7 cm,1.9 cm,1.3 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Prodigy-M3
Prodigy,M2,5.0,4.0,0.0,2.0,21.7 cm,2.0 cm,1.3 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-M2
Prodigy,M1,5.0,4.0,0.0,3.0,21.7 cm,2.0 cm,1.3 cm,1.4 cm,Beadless,Very Overstable,https://infinitediscs.com/Prodigy-M1
Prodigy,M Model S,6.0,4.0,0.0,3.0,21.7 cm,2.0 cm,1.5 cm,1.3 cm,Beadless,Stable,https://infinitediscs.com/Prodigy-M-Model-S
Prodigy,M Model OS,6.0,4.0,-1.0,3.0,22.0 cm,1.9 cm,1.5 cm,1.2 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-M-Model-OS
Prodigy,H5,9.0,5.0,-3.0,1.0,21.3 cm,1.7 cm,1.2 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-H5
Prodigy,H4 V2,12.0,5.0,-2.0,1.5,21.3 cm,1.5 cm,1.2 cm,2.1 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-H4-V2
Prodigy,M5,5.0,5.0,-3.0,1.0,21.7 cm,2.2 cm,1.3 cm,1.3 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-M5
Prodigy,D5,12.0,6.0,-4.0,2.0,21.1 cm,1.6 cm,1.2 cm,2.4 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-D5
Prodigy,D2 Max,12.0,6.0,-1.0,3.0,21.1 cm,1.9 cm,1.2 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-D2-Max
Prodigy,D4,12.0,6.0,-3.0,2.0,21.0 cm,1.9 cm,1.2 cm,2.3 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-D4
Prodigy,D3,12.0,6.0,-2.0,2.0,21.0 cm,1.7 cm,1.2 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-D3
Prodigy,PA-4,3.0,3.0,-1.0,1.0,21.0 cm,1.9 cm,1.4 cm,1.0 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-PA-4
Prodigy,D2,12.0,6.0,-1.0,3.0,21.0 cm,1.9 cm,1.2 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-D2
Prodigy,D1 Max,12.0,5.0,0.0,3.0,21.0 cm,1.6 cm,1.2 cm,2.3 cm,Beadless,Very Overstable,https://infinitediscs.com/Prodigy-D1-Max
Prodigy,D1,12.0,5.0,0.0,3.0,21.0 cm,1.9 cm,1.2 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/Prodigy-D1
Prodigy,D Model US,13.0,6.0,-3.0,1.0,21.0 cm,1.6 cm,1.1 cm,2.2 cm,Beadless,Understable,https://infinitediscs.com/Prodigy-D-Model-US
Prodigy,D Model S,13.0,6.0,0.0,2.0,21.0 cm,1.6 cm,1.2 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/Prodigy-D-Model-S
Prodigy,D Model OS,13.0,5.0,0.0,4.0,21.0 cm,1.5 cm,1.1 cm,2.2 cm,Beadless,Very Overstable,https://infinitediscs.com/Prodigy-D-Model-OS
Prodiscus,Legenda,13.0,5.0,-1.0,2.0,21.1 cm,1.5 cm,1.1 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Prodiscus-Legenda
Prodiscus,Razeri,12.0,5.0,0.0,3.0,21.1 cm,1.5 cm,1.1 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/Prodiscus-Razeri
Prodiscus,Slaidi,12.0,5.0,0.0,3.0,21.1 cm,2.0 cm,1.2 cm,2.2 cm,Beadless,Overstable,https://infinitediscs.com/Prodiscus-Slaidi
Prodiscus,Titan,10.0,4.0,0.0,3.0,21.2 cm,1.6 cm,1.2 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Prodiscus-Titan
Prodiscus,Flipperi,9.0,3.0,-3.0,0.0,21.2 cm,1.7 cm,1.2 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Prodiscus-Flipperi
Prodiscus,Sparta,3.0,3.0,0.0,0.5,21.3 cm,2.0 cm,1.6 cm,1.0 cm,Beadless,Stable,https://infinitediscs.com/Prodiscus-Sparta
Prodiscus,Respecti,8.0,4.0,0.0,2.0,21.0 cm,1.8 cm,1.3 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Prodiscus-Respecti
Prodiscus,Rocket,9.0,4.0,0.0,3.0,21.2 cm,1.7 cm,1.3 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Prodiscus-Rocket
Prodiscus,Fasti,13.0,4.0,-2.0,3.0,21.1 cm,1.5 cm,1.1 cm,2.4 cm,Beadless,Stable,https://infinitediscs.com/Prodiscus-Fasti
Prodiscus,STARi,5.0,4.0,-2.0,1.0,21.6 cm,1.9 cm,1.4 cm,1.3 cm,Beadless,Understable,https://infinitediscs.com/Prodiscus-STARi
Prodiscus,Laseri,7.0,3.0,-3.0,2.0,21.1 cm,1.6 cm,1.1 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Prodiscus-Laseri
Prodiscus,Midari,5.0,4.0,-1.0,2.0,21.6 cm,1.8 cm,1.5 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Prodiscus-Midari
Prodiscus,Jokeri,4.0,3.0,0.0,2.0,21.1 cm,1.8 cm,1.5 cm,1.1 cm,Beadless,Overstable,https://infinitediscs.com/Prodiscus-Jokeri
RPM Discs,Taniwha,10.0,5.0,-2.0,2.0,21.1 cm,1.4 cm,1.2 cm,2.0 cm,Beadless,Stable,https://infinitediscs.com/RPM-Discs-Taniwha
RPM Discs,Huia,7.0,5.0,0.0,2.0,21.2 cm,1.9 cm,1.2 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/RPM-Discs-Huia
RPM Discs,Kahu OS,13.0,5.0,0.0,3.0,21.0 cm,1.5 cm,1.1 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/RPM-Discs-Kahu-OS
RPM Discs,Kahu XG,13.0,5.0,-1.5,3.0,21.0 cm,1.5 cm,3.0 cm,2.4 cm,Beadless,Stable,https://infinitediscs.com/RPM-Discs-Kahu-XG
RPM Discs,Kiwi,10.0,5.0,-1.0,2.0,21.1 cm,1.4 cm,1.2 cm,2.0 cm,Beadless,Stable,https://infinitediscs.com/RPM-Discs-Kiwi
RPM Discs,Kahu,13.0,5.0,-1.5,3.0,21.0 cm,1.5 cm,1.1 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/RPM-Discs-Kahu
RPM Discs,Ruru,3.0,3.0,0.0,1.0,21.0 cm,2.3 cm,1.6 cm,1.0 cm,Beaded,Stable,https://infinitediscs.com/RPM-Discs-Ruru
RPM Discs,TeMoko,3.0,4.0,0.0,0.0,23.7 cm,2.9 cm,2.3 cm,0.7 cm,Beadless,Stable,https://infinitediscs.com/RPM-Discs-TeMoko
RPM Discs,Piwakawaka,4.0,5.0,0.0,0.0,21.8 cm,2.0 cm,1.2 cm,1.3 cm,Beadless,Stable,https://infinitediscs.com/RPM-Discs-Piwakawaka
RPM Discs,Kea,5.0,5.0,0.0,3.0,21.2 cm,1.9 cm,1.4 cm,1.4 cm,Beaded,Overstable,https://infinitediscs.com/RPM-Discs-Kea
RPM Discs,Tui,3.0,4.0,-1.0,0.0,21.1 cm,1.8 cm,1.4 cm,0.9 cm,Beadless,Understable,https://infinitediscs.com/RPM-Discs-Tui
RPM Discs,Kotare,12.0,5.0,0.0,3.0,21.2 cm,1.5 cm,1.5 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/RPM-Discs-Kotare
Reptilian Disc Golf,Serpent,2.0,2.0,0.0,0.0,21.0 cm,2.2 cm,1.0 cm,1.5 cm,Beadless,Very Overstable,https://infinitediscs.com/Reptilian-Disc-Golf-Serpent
Reptilian Disc Golf,Scale,2.0,1.0,0.0,3.0,21.0 cm,2.2 cm,1.5 cm,1.0 cm,Beadless,Overstable,https://infinitediscs.com/Reptilian-Disc-Golf-Scale
Reptilian Disc Golf,Stego,3.0,1.0,1.0,4.0,21.3 cm,1.8 cm,1.2 cm,1.0 cm,Beaded,Very Overstable,https://infinitediscs.com/Reptilian-Disc-Golf-Stego
Reptilian Disc Golf,Gila,5.0,4.0,0.0,3.0,21.0 cm,1.6 cm,1.2 cm,1.4 cm,Beaded,Very Overstable,https://infinitediscs.com/Reptilian-Disc-Golf-Gila
Reptilian Disc Golf,Velociraptor,9.0,4.0,0.0,2.5,21.0 cm,2.0 cm,1.6 cm,2.0 cm,Beadless,Overstable,https://infinitediscs.com/Reptilian-Disc-Golf-Velociraptor
Reptilian Disc Golf,Tyrant,7.0,3.0,0.0,2.5,21.2 cm,1.4 cm,1.1 cm,1.8 cm,Beadless,Overstable,https://infinitediscs.com/Reptilian-Disc-Golf-Tyrant
Reptilian Disc Golf,Ptero,7.0,5.0,-1.0,1.0,21.2 cm,1.7 cm,1.1 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Reptilian-Disc-Golf-Ptero
Salient,Napalm,11.0,5.0,-2.0,2.0,21.0 cm,1.7 cm,1.1 cm,2.1 cm,Beadless,Understable,https://infinitediscs.com/Salient-Napalm
Salient,Prometheus,14.0,4.0,-1.0,1.0,22.6 cm,1.6 cm,1.2 cm,2.6 cm,Beadless,Stable,https://infinitediscs.com/Salient-Prometheus
Salient,Touch,2.0,3.0,0.0,1.0,21.3 cm,2.0 cm,1.4 cm,1.2 cm,Beaded,Stable,https://infinitediscs.com/Salient-Touch
Salient,Vaccine,3.0,3.0,0.0,2.0,21.0 cm,1.5 cm,1.0 cm,1.2 cm,Beadless,Overstable,https://infinitediscs.com/Salient-Vaccine
Salient,Antidote,5.0,5.0,0.0,1.0,21.7 cm,2.1 cm,1.4 cm,1.2 cm,Beadless,Stable,https://infinitediscs.com/Salient-Antidote
Salient,Backdraft,12.0,5.0,-1.0,2.0,21.0 cm,2.0 cm,1.2 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Salient-Backdraft
Salient,Suture,9.0,5.0,-2.0,1.0,21.2 cm,1.8 cm,1.1 cm,1.9 cm,Beadless,Understable,https://infinitediscs.com/Salient-Suture
Salient,Flatline,6.0,5.0,-0.5,1.0,21.1 cm,2.0 cm,1.2 cm,1.6 cm,Beadless,Stable,https://infinitediscs.com/Salient-Flatline
Salient,Reign,13.0,5.0,0.0,2.0,21.0 cm,1.7 cm,1.4 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Salient-Reign
Salient,Vein,8.0,4.0,0.0,2.0,21.1 cm,1.9 cm,1.3 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Salient-Vein
Skyquest,Lucky 13,10.0,5.0,-3.0,2.0,21.2 cm,1.5 cm,1.1 cm,2.1 cm,Beadless,Understable,https://infinitediscs.com/Skyquest-Lucky-13
Skyquest,Medusa,11.0,5.0,-2.0,2.0,21.2 cm,1.5 cm,1.1 cm,2.1 cm,Beadless,Understable,https://infinitediscs.com/Skyquest-Medusa
Skyquest,Chainzilla,2.0,3.0,-1.0,1.0,21.2 cm,2.2 cm,1.7 cm,1.0 cm,Beaded,Stable,https://infinitediscs.com/Skyquest-Chainzilla
Storm Disc Golf,Jet Stream,12.0,5.0,-1.0,3.0,21.0 cm,1.7 cm,1.2 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/Storm-Disc-Golf-Jet-Stream
Storm Disc Golf,Maelstrom,11.0,5.0,-1.0,3.0,21.4 cm,1.7 cm,1.1 cm,2.2 cm,Beadless,Overstable,https://infinitediscs.com/Storm-Disc-Golf-Maelstrom
Storm Disc Golf,Abyss,8.0,4.0,0.0,3.0,21.1 cm,1.6 cm,1.1 cm,2.0 cm,Beadless,Very Overstable,https://infinitediscs.com/Storm-Disc-Golf-Abyss
Storm Disc Golf,Eye,5.0,5.0,-1.0,1.0,21.9 cm,1.8 cm,1.2 cm,1.4 cm,Beadless,Understable,https://infinitediscs.com/Storm-Disc-Golf-Eye
Storm Disc Golf,Crater,3.0,2.0,0.0,3.0,21.1 cm,1.8 cm,1.3 cm,1.1 cm,Beadless,Overstable,https://infinitediscs.com/Storm-Disc-Golf-Crater
Storm Disc Golf,Radar,2.0,5.0,0.0,0.5,21.1 cm,2.0 cm,1.5 cm,1.0 cm,Beaded,Stable,https://infinitediscs.com/Storm-Disc-Golf-Radar
Streamline,Pilot,2.0,5.0,-1.0,1.0,21.2 cm,1.8 cm,1.3 cm,1.0 cm,Beaded,Stable,https://infinitediscs.com/Streamline-Pilot
Streamline,Lift,9.0,5.0,-2.0,1.5,21.2 cm,1.7 cm,1.2 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Streamline-Lift
Streamline,Drift,7.0,5.0,-2.0,1.0,21.2 cm,1.8 cm,1.2 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Streamline-Drift
Streamline,Trace,11.0,5.0,-1.0,2.0,21.1 cm,1.5 cm,1.0 cm,2.1 cm,Beadless,Stable,https://infinitediscs.com/Streamline-Trace
Streamline,Stabilizer,3.0,4.0,0.0,3.0,21.2 cm,1.8 cm,1.4 cm,1.1 cm,Beadless,Overstable,https://infinitediscs.com/Streamline-Stabilizer
Streamline,Flare,9.0,4.0,0.0,3.5,21.2 cm,1.8 cm,1.2 cm,2.0 cm,Beadless,Overstable,https://infinitediscs.com/Streamline-Flare
Streamline,Runway,5.0,4.0,0.0,3.5,21.5 cm,1.7 cm,1.4 cm,1.4 cm,Beaded,Very Overstable,https://infinitediscs.com/Streamline-Runway
Thought Space Athletics,Mantra,9.0,6.0,-2.0,1.0,21.2 cm,1.7 cm,1.2 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Thought-Space-Athletics-Mantra
Viking Discs,Nordic Warrior,4.0,4.0,0.0,2.0,21.5 cm,2.0 cm,1.4 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Viking-Discs-Nordic-Warrior
Viking Discs,Knife,3.0,3.0,0.0,2.0,21.1 cm,1.9 cm,1.8 cm,1.0 cm,Beadless,Stable,https://infinitediscs.com/Viking-Discs-Knife
Viking Discs,Loki,4.0,2.0,0.0,4.0,21.4 cm,1.9 cm,1.3 cm,1.5 cm,Beadless,Very Overstable,https://infinitediscs.com/Viking-Discs-Loki
Viking Discs,Axe,4.0,3.0,0.0,1.0,21.2 cm,2.0 cm,1.3 cm,1.0 cm,Beadless,Stable,https://infinitediscs.com/Viking-Discs-Axe
Viking Discs,Barbarian,7.0,5.0,0.0,2.0,21.3 cm,1.8 cm,1.2 cm,1.9 cm,Beadless,Stable,https://infinitediscs.com/Viking-Discs-Barbarian
Viking Discs,Valhalla,12.0,5.0,0.0,2.0,21.3 cm,2.0 cm,1.2 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/Viking-Discs-Valhalla
Viking Discs,Thunder God Thor,14.0,5.0,0.0,2.0,21.0 cm,1.7 cm,1.2 cm,2.5 cm,Beadless,Overstable,https://infinitediscs.com/Viking-Discs-Thunder-God-Thor
Viking Discs,Ragnarok,11.0,5.0,-1.0,2.0,21.2 cm,2.1 cm,1.1 cm,2.1 cm,Beadless,Stable,https://infinitediscs.com/Viking-Discs-Ragnarok
Viking Discs,Berserker,10.0,5.0,-3.0,2.0,21.2 cm,1.7 cm,1.2 cm,2.1 cm,Beadless,Understable,https://infinitediscs.com/Viking-Discs-Berserker
Viking Discs,Rune,2.0,4.0,0.0,0.0,21.2 cm,2.1 cm,1.6 cm,1.1 cm,Beaded,Understable,https://infinitediscs.com/Viking-Discs-Rune
Viking Discs,Cosmos,7.0,5.0,0.0,1.0,21.0 cm,1.6 cm,1.1 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Viking-Discs-Cosmos
Westside,Sorcerer,13.0,5.0,-0.5,3.0,21.2 cm,1.6 cm,1.1 cm,2.3 cm,Beadless,Stable,https://infinitediscs.com/Westside-Sorcerer
Westside,Sword,12.0,5.0,-0.5,2.0,21.2 cm,1.8 cm,1.2 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/Westside-Sword
Westside,War Horse,13.0,4.0,0.0,4.0,21.1 cm,1.6 cm,1.2 cm,2.2 cm,Beadless,Very Overstable,https://infinitediscs.com/Westside-War-Horse
Westside,World,14.0,4.0,-0.5,3.0,21.2 cm,1.6 cm,1.2 cm,2.4 cm,Beadless,Very Overstable,https://infinitediscs.com/Westside-World
Westside,Sampo,10.0,4.0,-1.0,2.0,21.2 cm,1.9 cm,1.2 cm,2.1 cm,Beadless,Overstable,https://infinitediscs.com/Westside-Sampo
Westside,Warship,6.0,5.0,0.0,1.0,21.7 cm,2.1 cm,1.3 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Westside-Warship
Westside,Hatchet,9.0,6.0,-2.0,1.0,21.3 cm,2.0 cm,1.2 cm,1.9 cm,Beadless,Understable,https://infinitediscs.com/Westside-Hatchet
Westside,Shield,3.0,3.0,0.0,1.0,21.1 cm,2.5 cm,1.4 cm,1.0 cm,Beaded,Stable,https://infinitediscs.com/Westside-Shield
Westside,Maiden,3.0,4.0,0.0,1.0,21.2 cm,1.8 cm,1.0 cm,1.3 cm,Beadless,Stable,https://infinitediscs.com/Westside-Maiden
Westside,Harp,4.0,3.0,0.0,3.0,21.2 cm,1.6 cm,1.4 cm,1.1 cm,Beaded,Very Overstable,https://infinitediscs.com/Westside-Harp
Westside,Crown,3.0,4.0,0.0,1.0,21.2 cm,2.0 cm,1.4 cm,1.0 cm,Beaded,Stable,https://infinitediscs.com/Westside-Crown
Westside,Queen,14.0,5.0,-3.0,2.0,21.2 cm,1.5 cm,1.1 cm,2.3 cm,Beadless,Understable,https://infinitediscs.com/Westside-Queen
Westside,Tursas,5.0,5.0,-2.0,1.0,21.7 cm,1.7 cm,1.3 cm,1.4 cm,Beadless,Understable,https://infinitediscs.com/Westside-Tursas
Westside,Sling,5.0,5.0,0.0,1.0,21.8 cm,1.8 cm,1.2 cm,1.3 cm,Beadless,Stable,https://infinitediscs.com/Westside-Sling
Westside,Pine,5.0,4.0,0.0,2.0,21.7 cm,1.9 cm,1.3 cm,1.5 cm,Beadless,Stable,https://infinitediscs.com/Westside-Pine
Westside,Gatekeeper,4.0,5.0,0.0,2.0,21.7 cm,1.8 cm,1.3 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/Westside-Gatekeeper
Westside,Bard,5.0,4.0,0.0,3.0,21.7 cm,1.9 cm,1.3 cm,1.5 cm,Beadless,Very Overstable,https://infinitediscs.com/Westside-Bard
Westside,Anvil,4.0,2.0,0.0,4.0,21.3 cm,1.8 cm,1.2 cm,1.5 cm,Beadless,Very Overstable,https://infinitediscs.com/Westside-Anvil
Westside,Underworld,7.0,6.0,-3.0,1.0,21.3 cm,1.7 cm,1.2 cm,1.9 cm,Beadless,Understable,https://infinitediscs.com/Westside-Underworld
Westside,Stag,8.0,6.0,-1.0,2.0,21.2 cm,1.8 cm,1.2 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Westside-Stag
Westside,Seer,7.0,5.0,-2.0,1.0,21.2 cm,1.8 cm,1.1 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Westside-Seer
Westside,Longbowman,9.0,4.0,0.0,3.0,21.1 cm,1.9 cm,1.0 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Westside-Longbowman
Westside,Ahti,9.0,3.0,0.0,4.0,21.2 cm,1.7 cm,1.1 cm,2.0 cm,Beadless,Very Overstable,https://infinitediscs.com/Westside-Ahti
Westside,Northman,10.0,5.0,-1.0,2.0,21.5 cm,1.7 cm,1.1 cm,2.0 cm,Beadless,Stable,https://infinitediscs.com/Westside-Northman
Westside,Swan 1 Reborn,3.0,3.0,-2.5,0.0,21.1 cm,1.9 cm,1.3 cm,1.1 cm,Beadless,Understable,https://infinitediscs.com/Westside-Swan-1-Reborn
Westside,Giant,13.0,4.0,0.0,3.5,21.1 cm,1.7 cm,1.2 cm,2.3 cm,Beadless,Very Overstable,https://infinitediscs.com/Westside-Giant
Westside,Fortress,10.0,4.0,0.0,3.0,21.2 cm,1.5 cm,1.1 cm,2.0 cm,Beadless,Very Overstable,https://infinitediscs.com/Westside-Fortress
Westside,Destiny,14.0,6.0,-2.0,3.0,21.1 cm,1.8 cm,1.0 cm,2.4 cm,Beadless,Understable,https://infinitediscs.com/Westside-Destiny
Westside,Catapult,14.0,4.0,-0.5,3.0,21.1 cm,1.6 cm,1.0 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Westside-Catapult
Westside,Boatman,11.0,5.0,0.0,2.0,21.4 cm,1.9 cm,1.3 cm,2.2 cm,Beadless,Overstable,https://infinitediscs.com/Westside-Boatman
Westside,Swan,3.0,3.0,-1.0,0.0,21.1 cm,2.0 cm,1.4 cm,1.1 cm,Beadless,Understable,https://infinitediscs.com/Westside-Swan
Westside,King,14.0,5.0,-1.5,3.0,21.1 cm,1.9 cm,1.1 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/Westside-King
Yikun,DA'E,13.0,5.0,0.0,2.0,21.0 cm,1.7 cm,1.4 cm,2.4 cm,Beadless,Very Overstable,https://infinitediscs.com/Yikun-DAE
Yikun,Jun,11.0,5.0,-1.0,2.0,21.0 cm,1.7 cm,1.1 cm,2.1 cm,Beadless,Understable,https://infinitediscs.com/Yikun-Jun
Yikun,Lu,14.0,5.0,-1.0,3.0,21.2 cm,1.4 cm,1.1 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Yikun-Lu
Yikun,Twin Swords,12.0,5.0,0.0,2.0,21.2 cm,1.4 cm,1.1 cm,2.4 cm,Beadless,Stable,https://infinitediscs.com/Yikun-Twin-Swords
Yikun,Wei,10.0,5.0,-5.0,1.5,21.1 cm,1.7 cm,1.1 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Yikun-Wei
Yikun,Gou,8.0,5.0,-4.0,1.0,21.3 cm,1.8 cm,1.2 cm,1.9 cm,Beadless,Understable,https://infinitediscs.com/Yikun-Gou
Yikun,Hu,9.0,5.0,-2.0,2.0,21.2 cm,1.8 cm,1.1 cm,1.9 cm,Beadless,Understable,https://infinitediscs.com/Yikun-Hu
